16473718378,2025-11-19,,,,,default,v1-883d8daf-20251119,unknown,0
System.Collections.Hashtable,2025-11-19,,,,,default,v1-883d8daf-20251119,unknown,0
System.Collections.Hashtable,2025-11-19,,,,,default,v1-883d8daf-20251119,unknown,0
System.Collections.Hashtable,2025-11-19,,,,,default,v1-883d8daf-20251119,unknown,0
System.Collections.Hashtable,2025-11-19,,,,,default,v1-883d8daf-20251119,unknown,0
System.Collections.Hashtable,2025-11-19,,,,,default,v1-883d8daf-20251119,unknown,0
System.Collections.Hashtable,2025-11-19,,,,,default,v1-883d8daf-20251119,unknown,0
System.Collections.Hashtable,2025-11-19,,,,,default,v1-883d8daf-20251119,unknown,0
System.Collections.Hashtable,2025-11-19,,,,,default,v1-883d8daf-20251119,unknown,0
System.Collections.Hashtable,2025-11-19,,,,,default,v1-883d8daf-20251119,unknown,0
System.Collections.Hashtable,2025-11-19,,,,,default,v1-883d8daf-20251119,unknown,0
System.Collections.Hashtable,2025-11-19,,,,,default,v1-883d8daf-20251119,unknown,0
local-mini,2025-10-31,,,,163.136,default,v1-883d8daf-20251119,unknown,0
local-mini,2025-10-28,,,,158.64684014869889,default,v1-883d8daf-20251119,unknown,0
local-mini,2025-10-26,,,,150.70448684889118,default,v1-883d8daf-20251119,unknown,0
local-mini,2025-10-13,,,,152.1648223645894,default,v1-883d8daf-20251119,unknown,0
local-mini,2025-11-02,,,,147.9559730790802,default,v1-883d8daf-20251119,unknown,0
local-mini,2025-11-03,,,,132.32758620689654,default,v1-883d8daf-20251119,unknown,0
local-mini,2025-11-07,,,,121.6868365180467,default,v1-883d8daf-20251119,unknown,0
local-mini,2025-11-08,,,,147.80237515225335,default,v1-883d8daf-20251119,unknown,0
local-mini,2025-11-09,,,,152.953276047261,default,v1-883d8daf-20251119,unknown,0
local-mini,2025-11-14,,,,158.8074817518248,default,v1-883d8daf-20251119,unknown,0
local-mini,2025-11-16,,,,,default,v1-883d8daf-20251119,unknown,0
16311219004,2025-10-31,,,,163.136,default,v1-883d8daf-20251119,unknown,0
16279854313,2025-10-28,,,,158.64684014869889,default,v1-883d8daf-20251119,unknown,0
16262232459,2025-10-26,,,,150.70448684889118,default,v1-883d8daf-20251119,unknown,0
16127771071,2025-10-13,,,,152.1648223645894,default,v1-883d8daf-20251119,unknown,0
16333270450,2025-11-02,,,,147.9559730790802,default,v1-883d8daf-20251119,unknown,0
16342459294,2025-11-03,,,,132.32758620689654,default,v1-883d8daf-20251119,unknown,0
16381383185,2025-11-07,,,,121.6868365180467,default,v1-883d8daf-20251119,unknown,0
16396031026,2025-11-08,,,,147.80237515225335,default,v1-883d8daf-20251119,unknown,0
16405483541,2025-11-09,,,,152.953276047261,default,v1-883d8daf-20251119,unknown,0
16454599112,2025-11-14,,,,158.8074817518248,default,v1-883d8daf-20251119,unknown,0
16473718378,2025-11-16,,,,,default,v1-883d8daf-20251119,unknown,0
16311219004,2025-11-19T07:24:07.192870,152.75095779833345,,,False,unknown,v1-883d8daf-20251119,152.75095779833345,159.94864690924967,132.59525632986134,35.917831966356985
16279854313,2025-11-19T07:24:09.558946,213.41715655713256,,,False,unknown,v1-883d8daf-20251119,213.41715655713256,223.4734623634896,154.5081458771426,39.7862404338078
16262232459,2025-11-19T07:24:11.917057,216.63371608842488,,,False,unknown,v1-883d8daf-20251119,216.63371608842488,226.8415875271465,144.31778509926272,36.35978157519571
16127771071,2025-11-19T07:24:14.365267,230.06908892170665,,,False,unknown,v1-883d8daf-20251119,230.06908892170665,240.9100407557138,144.5658074922553,38.65166426820785
16333270450,2025-11-19T07:24:17.949692,182.30478741884983,,,False,unknown,v1-883d8daf-20251119,182.30478741884983,190.89506536005217,112.39734799861021,34.61460495210808
16342459294,2025-11-19T07:24:19.840835,148.27793275893478,,,False,unknown,v1-883d8daf-20251119,148.27793275893478,155.2648510564762,138.85406656514684,33.60193231835514
16381383185,2025-11-19T07:24:21.809944,175.716429119638,,,False,unknown,v1-883d8daf-20251119,175.716429119638,183.9962608582597,105.49273859689795,32.538880368706124
16396031026,2025-11-19T07:24:24.685334,171.68623898847218,,,False,unknown,v1-883d8daf-20251119,171.68623898847218,179.7761664800756,120.36152280263893,35.18457172420942
16405483541,2025-11-19T07:24:27.310148,199.2314058968074,,,False,unknown,v1-883d8daf-20251119,199.2314058968074,208.61927319037423,131.3010335427908,37.019535259236875
16454599112,2025-11-19T07:24:29.481671,204.60657678919475,,,False,unknown,v1-883d8daf-20251119,204.60657678919475,214.24772438659136,143.03148842032633,39.75816867585477
16473718378,2025-11-19T07:24:31.406893,184.30407918310584,,,False,unknown,v1-883d8daf-20251119,184.30407918310584,192.98856458963962,146.37430372859205,38.03140980403688
